Unnamed: 0,adapter_dir,prompt_len,output_len,request_latency,first_token_latency,req_time,interaction_id,req_id,sys_len,app,input99app,sys99app,output99app,priorityfactor,app_limit,llmcalls,llmcalls_made,throughput,service_received,inputratio,sysratio,outratio,service_ratio,tokenpersec,avg_throughput,avg_service,avg_response,avg_serviceratio,avg_tokenpersec
2376,dummy-lora-7b-rank-8-627,1489,6,88.70456981658936,88.56508994102478,21.0,53788,3029,0,2,12115,1,177,1,2000,1,1,43.016958365597134,1.3672373771537152,0.12290548906314486,0.0,0.03389830508474576,0.19070209923263637,10761.409084460216,43.016958365597134,1.3672373771537152,88.56508994102478,0.19070209923263637,10761.409084460216
2377,dummy-lora-7b-rank-8-542,357,4,88.64851140975952,88.56422305107117,21.0,161423,3030,0,2,24866,1,590,1,2000,20,17,47.45613821701633,0.3311996548258798,0.014356953269524651,0.0,0.006779661016949152,0.027916275303422958,4330.37261230274,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2378,dummy-lora-7b-rank-8-542,432,2,88.59253597259521,88.56292748451233,21.0,161423,3031,0,2,24866,1,590,1,2000,20,16,67.54819747638642,0.8157384082605705,0.017373119922786135,0.0,0.003389830508474576,0.02415278093973529,14725.507049852238,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2379,dummy-lora-7b-rank-8-542,357,4,88.64534425735474,88.56052780151367,21.0,161423,3033,0,2,24866,1,590,1,2000,20,14,47.1606595717169,0.3291374890237645,0.014356953269524651,0.0,0.006779661016949152,0.027916275303422958,4303.410185919167,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2380,dummy-lora-7b-rank-8-601,1043,6,88.69900560379028,88.55952596664429,21.0,161409,3034,0,2,24866,1,590,1,2000,3,3,43.01703189634542,0.44654408760525216,0.041944824258023004,0.0,0.010169491525423728,0.06228380730887046,7563.828108440737,1260.7162909205902,52.42743922195753,86.77089500427246,0.07170104168930469,1196069.6335822511
2381,dummy-lora-7b-rank-8-602,660,5,88.6701991558075,88.55867528915405,21.0,161419,3035,0,2,24866,1,590,1,2000,4,2,44.833452695263645,0.38997409609390976,0.026542266548701038,0.0,0.00847457627118644,0.043491419091073916,6007.682661165329,855.4017909608335,16.112807063519202,121.21737655003865,0.04334625156757868,329002.2432648074
2382,dummy-lora-7b-rank-8-542,432,3,88.61203479766846,88.5544970035553,21.0,161423,3039,0,2,24866,1,590,1,2000,20,1,52.13964223411,0.47868730236758816,0.017373119922786135,0.0,0.005084745762711864,0.027542611448209863,7612.38776618006,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2383,dummy-lora-7b-rank-8-542,409,2,88.58025240898132,88.55087065696716,21.0,161423,3042,0,2,24866,1,590,1,2000,20,6,68.06946022266222,0.7905526925308635,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,14056.343535979746,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2384,dummy-lora-7b-rank-8-542,448,3,88.60718750953674,88.54962158203125,21.0,161423,3043,0,2,24866,1,590,1,2000,20,7,52.11416075444504,0.489630959764339,0.01801656880881525,0.0,0.005084745762711864,0.02818606033423898,7886.609660839349,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2385,dummy-lora-7b-rank-8-542,357,3,89.84352970123291,89.78598666191101,21.0,161423,3044,0,2,24866,1,590,1,2000,20,8,52.13488956010491,0.4262278302288812,0.014356953269524651,0.0,0.005084745762711864,0.02452644479494838,6308.321636772694,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2386,dummy-lora-7b-rank-8-581,453,8,89.97794914245605,89.7845208644867,21.0,161425,3045,0,2,24866,1,590,1,2000,1,1,41.358999232093794,0.23438295129049003,0.018217646585699347,0.0,0.013559322033898305,0.04533629065349595,2424.6713299814987,989.0703097861574,16.732168705741856,92.5245510339737,0.0499972044595119,332782.22727297636
2387,dummy-lora-7b-rank-8-542,447,2,89.81334853172302,89.78350734710693,21.0,161423,3046,0,2,24866,1,590,1,2000,20,9,67.02146800572054,0.8295922091859713,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,15113.341035289983,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2388,dummy-lora-7b-rank-8-548,1849,1,89.78283429145813,89.78261804580688,21.0,161348,3047,0,2,24866,1,590,1,2000,4,3,4624.370452039691,359.53736850913833,0.07435856189173973,0.0,0.001694915254237288,0.0777483924002143,8559709.706725469,879.1465885734633,42.388005980827856,86.54136074913873,0.05418423988635826,980427.8078020463
2389,dummy-lora-7b-rank-8-544,953,32,92.77692914009094,89.78130340576172,21.0,161353,3048,0,2,24866,1,590,1,2000,5,2,10.68224232195862,0.0490047868340158,0.038325424274109225,0.0,0.05423728813559322,0.14680000054529566,339.49501379474736,223.41821212886066,3.7013058710943905,162.79352693991228,0.025173673571390415,73651.24630710694
2390,dummy-lora-7b-rank-8-596,588,13,90.77865171432497,89.7800657749176,21.0,161377,3049,0,2,24866,1,590,1,2000,3,3,13.018408818889633,0.06781043123031201,0.023646746561570016,0.0,0.022033898305084745,0.0677145431717395,614.8694626767872,1587.252618764379,22.94184257604516,88.0103110074997,0.05228064528040882,436912.3791360679
2391,dummy-lora-7b-rank-8-542,409,2,89.80961275100708,89.77939772605896,21.0,161423,3050,0,2,24866,1,590,1,2000,20,15,66.1922339443388,0.7687507525130669,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13668.696309505962,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2392,dummy-lora-7b-rank-8-542,432,2,89.80834341049194,89.77810478210449,21.0,161423,3051,0,2,24866,1,590,1,2000,20,5,66.14056611211858,0.7987393022680397,0.017373119922786135,0.0,0.003389830508474576,0.02415278093973529,14418.643412441852,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2393,dummy-lora-7b-rank-8-610,447,4,89.86109924316406,89.77654767036438,21.0,161424,3052,0,2,24866,1,590,1,2000,3,1,47.3084044158078,0.37297562000473056,0.01797635325343843,0.0,0.006779661016949152,0.03153567528733674,5381.331002298138,599.0136793280117,25.295108194589254,100.20510506629944,0.05600801466187371,577780.8160081168
2394,dummy-lora-7b-rank-8-600,1135,8,89.96789884567261,89.77436232566833,21.0,161410,3054,0,2,24866,1,590,1,2000,4,2,41.335867772260215,0.3759667654398287,0.04564465535269042,0.0,0.013559322033898305,0.07276329942048702,5947.197975733938,1058.5703901767854,24.390457459126115,102.94221671422322,0.05413745622859604,517327.26952263364
2395,dummy-lora-7b-rank-8-628,663,5,89.88546705245972,89.77339124679565,21.0,161420,3055,0,2,24866,1,590,1,2000,4,2,44.612661674608574,0.38913006691138813,0.026662913214831496,0.0,0.00847457627118644,0.043612065757204374,6004.864261402315,651.4127833603465,13.13612632943625,107.177904314465,0.060857410163430825,271844.4716523849
2396,dummy-lora-7b-rank-8-592,360,4,89.8570647239685,89.77256369590759,21.0,156470,3056,0,2,24866,1,590,1,2000,4,1,47.33670218919201,0.3317938563935912,0.014477599935655111,0.0,0.006779661016949152,0.028036921969553416,4354.976601405665,404.14446660377627,2.5338465052421206,109.4674323967525,0.04469683446690152,27293.190953046364
2397,dummy-lora-7b-rank-8-610,409,4,89.85572838783264,89.7712631225586,21.0,161424,3057,0,2,24866,1,590,1,2000,3,2,47.35674465736875,0.3552641915662988,0.016448162149119278,0.0,0.006779661016949152,0.03000748418301758,4936.940630530692,599.0136793280117,25.295108194589254,100.20510506629944,0.05600801466187371,577780.8160081168
2398,dummy-lora-7b-rank-8-510,1482,20,90.95736765861513,89.77009320259094,21.0,161296,3058,0,2,24866,1,590,1,2000,4,4,16.84530472168485,0.10730127527930526,0.05959945306844688,0.0,0.03389830508474576,0.1273960632379384,1281.927689320217,1025.4546273759913,23.844900956332953,115.86004533086505,0.059326899377160895,496171.6194497597
2399,dummy-lora-7b-rank-8-542,447,2,89.79809141159058,89.76773929595947,21.0,161423,3060,0,2,24866,1,590,1,2000,20,2,65.89326504642358,0.8156273049058468,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14858.931267968517,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2400,dummy-lora-7b-rank-8-542,447,2,89.79704642295837,89.7668673992157,21.0,161423,3061,0,2,24866,1,590,1,2000,20,3,66.27119608152947,0.8203053379549986,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14944.154716384895,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2401,dummy-lora-7b-rank-8-520,1251,2,89.79601550102234,89.76581192016602,21.0,161305,3062,0,2,24866,1,590,1,2000,7,6,66.21731408318401,1.8901507428844744,0.05030965977640151,0.0,0.003389830508474576,0.05708932079335066,41551.36458719797,957.7850009758638,6.2410106414293045,104.74120000004768,0.06367208846171356,74869.11931225867
2402,dummy-lora-7b-rank-8-542,409,2,89.79462790489197,89.76423668861389,21.0,161423,3063,0,2,24866,1,590,1,2000,20,4,65.80848827175022,0.7642939642012512,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13589.45282811642,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2403,dummy-lora-7b-rank-8-165,614,27,91.76616263389587,89.76338934898376,21.0,43233,3064,0,2,25718,1,1790,1,2000,1,1,13.481306248392903,0.026983546982595957,0.02387432926355082,0.0,0.015083798882681564,0.054041927028913944,333.537502738017,38.17797308039395,0.3531698060918055,94.819350536053,0.041668236423530305,8062.125497797917
2404,dummy-lora-7b-rank-8-468,1503,31,91.87347316741943,89.76212859153748,21.0,161277,3065,0,2,24866,1,590,1,2000,4,4,14.682586799954514,0.07839967354685662,0.06044397973136009,0.0,0.05254237288135593,0.16552872549407194,741.2338174815746,668.1069202345124,27.730780354582237,70.03201191765922,0.05070675187041281,634574.0466847944
2405,dummy-lora-7b-rank-8-592,804,3,89.8181037902832,89.76057124137878,21.0,156470,3066,0,2,24866,1,590,1,2000,4,2,52.14439577471209,0.7387609076559142,0.03233330652296308,0.0,0.005084745762711864,0.04250279804838681,14078.986859172264,404.14446660377627,2.5338465052421206,109.4674323967525,0.04469683446690152,27293.190953046364
2406,dummy-lora-7b-rank-8-218,1355,19,91.8168740272522,90.70020604133606,21.0,161314,3067,0,2,24866,1,590,1,2000,4,4,17.014905271428557,0.10647646274112588,0.054492077535590766,0.0,0.03220338983050847,0.11889885719660771,1247.4612127947357,1007.6074740495627,39.925130928479945,83.88595957467051,0.0674618261030072,891544.6783703078
2407,dummy-lora-7b-rank-8-610,364,4,90.78397965431212,90.69926357269289,21.0,161424,3068,0,2,24866,1,590,1,2000,3,3,47.216536973209394,0.3328504299549492,0.01463846215716239,0.0,0.006779661016949152,0.028197784191060695,4391.137938508474,599.0136793280117,25.295108194589254,100.20510506629944,0.05600801466187371,577780.8160081168
2408,dummy-lora-7b-rank-8-44,409,2,90.7282280921936,90.69807314872742,21.0,161421,3069,0,2,24866,1,590,1,2000,1,1,66.32411704709872,0.770282431207817,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13695.930170225887,992.7574800159944,12.129870606199004,131.56644065930294,0.05369877530142271,165064.4114634325
2409,dummy-lora-7b-rank-8-542,409,2,90.72260308265686,90.6930124759674,21.0,161423,3073,0,2,24866,1,590,1,2000,20,11,67.58901637227642,0.7849728601318704,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13957.131880875082,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2410,dummy-lora-7b-rank-8-628,447,2,90.72219729423524,90.69211792945862,21.0,161429,3074,0,2,24866,1,590,1,2000,4,1,66.49076584071302,0.8230231740008455,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14993.667697080788,651.4127833603465,13.13612632943625,107.177904314465,0.060857410163430825,271844.4716523849
2411,dummy-lora-7b-rank-8-165,557,2,90.7216169834137,90.6917941570282,21.0,43233,3075,0,2,25718,1,1790,1,2000,1,1,67.06272484530643,0.8011520872801546,0.021657982735827048,0.0,0.0011173184357541898,0.02389261960733543,18811.09431910845,38.17797308039395,0.3531698060918055,94.819350536053,0.041668236423530305,8062.125497797917
2412,dummy-lora-7b-rank-8-590,746,1,90.69057250022888,90.69027996063232,21.0,161379,3076,0,2,24866,1,590,1,2000,4,3,3418.3406682966584,114.14056494402,0.030000804311107538,0.0,0.001694915254237288,0.03339063481958211,2556918.8198859007,805.725017550592,15.421659833041897,88.94524542490642,0.05299611015775442,315966.54138557316
2413,dummy-lora-7b-rank-8-629,143,1,90.68936276435852,90.68903040885924,21.0,161427,3077,0,2,24866,1,590,1,2000,4,1,3008.8263987235723,27.50264384706287,0.005750824418885225,0.0,0.001694915254237288,0.009140654927359802,436279.827814918,1092.226859046163,55.69921299042995,104.95123142004013,0.0628121938887268,1293905.841374276
2414,dummy-lora-7b-rank-8-599,447,2,90.71371912956238,90.68361711502077,21.0,161414,3083,0,2,24866,1,590,1,2000,4,4,66.4407359592257,0.8224039037708225,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14982.385958805397,367.7177912928157,12.345093239501862,90.07679800192516,0.053765650118850435,273926.6367372559
2415,dummy-lora-7b-rank-8-542,357,4,90.76707673072816,90.6825156211853,21.0,161423,3084,0,2,24866,1,590,1,2000,20,10,47.3030690068293,0.33013137427286515,0.014356953269524651,0.0,0.006779661016949152,0.027916275303422958,4316.405046873173,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2416,dummy-lora-7b-rank-8-541,449,2,90.71119451522829,90.68109178543092,21.0,161418,3085,0,2,24866,1,590,1,2000,4,4,66.43915729447173,0.8250562506565987,0.018056784364192068,0.0,0.003389830508474576,0.02483644538114122,15048.469127197846,1082.9197187495274,27.183568768453284,132.0536012649536,0.05041803006344499,585614.3639466752
2417,dummy-lora-7b-rank-8-628,432,2,90.71015691757202,90.68024563789368,21.0,161429,3086,0,2,24866,1,590,1,2000,4,2,66.8644077253561,0.8074806962278349,0.017373119922786135,0.0,0.003389830508474576,0.02415278093973529,14576.440884127629,651.4127833603465,13.13612632943625,107.177904314465,0.060857410163430825,271844.4716523849
2418,dummy-lora-7b-rank-8-544,409,2,90.70827770233154,90.67865824699402,21.0,161430,3087,0,2,24866,1,590,1,2000,53,1,67.5231862709586,0.784208315155663,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13943.537964952951,223.41821212886066,3.7013058710943905,162.79352693991228,0.025173673571390415,73651.24630710694
2419,dummy-lora-7b-rank-8-602,447,2,90.70782589912416,90.67776370048524,21.0,161431,3088,0,2,24866,1,590,1,2000,4,1,66.52873344436513,0.8234931372697575,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,15002.229391704339,855.4017909608335,16.112807063519202,121.21737655003865,0.04334625156757868,329002.2432648074
2420,dummy-lora-7b-rank-8-602,364,2,90.70673060417175,90.67669987678528,21.0,161431,3089,0,2,24866,1,590,1,2000,4,2,66.59845345273821,0.7132069396280406,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,12254.115435303831,855.4017909608335,16.112807063519202,121.21737655003865,0.04334625156757868,329002.2432648074
2421,dummy-lora-7b-rank-8-117,1637,1,90.67635416984558,90.67606258392334,21.0,161351,3090,0,2,24866,1,590,1,2000,4,3,3429.520850367948,237.40067465625063,0.06583286415185394,0.0,0.001694915254237288,0.06922269466032852,5620984.673753066,1041.085147056412,34.88098210424937,158.66542943786172,0.0514395501674735,774536.3104819685
2422,dummy-lora-7b-rank-8-630,69,1,90.67521214485168,90.67489981651306,21.0,161432,3091,0,2,24866,1,590,1,2000,4,1,3201.758778625954,19.737894603651064,0.002774873321000563,0.0,0.001694915254237288,0.006164703829475139,227324.87328244274,1038.5338661299133,22.733444457590796,129.81543018817902,0.050486484759614494,477240.2233053862
2423,dummy-lora-7b-rank-8-628,66,1,90.67405700683594,90.6737735271454,21.0,161420,3092,0,2,24866,1,590,1,2000,4,1,3527.589571244963,21.320953017423104,0.002654226654870104,0.0,0.001694915254237288,0.00604405716334468,239876.09084465748,651.4127833603465,13.13612632943625,107.177904314465,0.060857410163430825,271844.4716523849
2424,dummy-lora-7b-rank-8-542,447,2,90.7023184299469,90.672189950943,21.0,161423,3093,0,2,24866,1,590,1,2000,20,13,66.38237528488224,0.8216815149273845,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14969.225626740947,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2425,dummy-lora-7b-rank-8-610,1198,5,90.7833969593048,90.67099976539612,21.0,161405,3094,0,2,24866,1,590,1,2000,4,2,44.485096345576956,0.579439624949347,0.048178235341430065,0.0,0.00847457627118644,0.06512738788380294,10747.59927709139,599.0136793280117,25.295108194589254,100.20510506629944,0.05600801466187371,577780.8160081168
2426,dummy-lora-7b-rank-8-220,781,7,90.878977060318,90.71370124816896,22.0,125933,3096,0,2,23936,1,634,1,2000,4,2,42.353444880899524,0.3310266317051822,0.03262867647058824,0.0,0.011041009463722398,0.054710695398033034,4810.141240045017,1141.6515694042382,43.44938627539877,72.12460726185849,0.072856150036766,964984.1145421412
2427,dummy-lora-7b-rank-8-218,441,1,90.71302270889282,90.71261096000671,22.0,125935,3097,0,2,23936,1,634,1,2000,4,1,2428.664736537348,52.407440254383616,0.01842413101604278,0.0,0.0015772870662460567,0.021578705148534896,1075898.4782860451,1007.6074740495627,39.925130928479945,83.88595957467051,0.0674618261030072,891544.6783703078
2428,dummy-lora-7b-rank-8-220,820,7,90.87770652770996,90.7117841243744,22.0,125932,3099,0,2,23936,1,634,1,2000,4,2,42.18839565530753,0.3395565588805902,0.03425802139037433,0.0,0.011041009463722398,0.056340040317819126,5026.44599664664,1141.6515694042382,43.44938627539877,72.12460726185849,0.072856150036766,964984.1145421412
2429,dummy-lora-7b-rank-8-455,568,4,90.7953486442566,90.71179151535034,22.0,125930,3100,0,2,23936,1,634,1,2000,3,3,47.871439006566,0.4350106750892398,0.023729946524064172,0.0,0.006309148264984227,0.03634824305403263,6893.487216945504,1778.4652425683662,29.747049976002625,79.01034724712372,0.04201457414972767,578942.4406756378
2430,dummy-lora-7b-rank-8-141,150,21,92.11352682113647,90.71081328392027,22.0,53515,3101,0,2,4653,1,1632,1,2000,14,2,14.970982629622446,0.04132886641453379,0.032237266279819474,0.0,0.012867647058823529,0.05797256039746653,136.87755547083378,12.350797184151668,0.06705562543177639,91.74288158416748,0.1378799589585883,236.36999284690785
